ticker,verdict,mos,confidence,alpha_score,explainability,tensions,bull_case,bear_case,key_assumptions,changes_call,note,crosscheck_class,crosscheck_cause
M&M,ACCUMULATE,0.398104951411124,high,66.4,Justified,,model sees +40% to blended fair value; returns on equity of 20% evidence a real franchise; Alpha Score 66 (multi-factor support),—,Rests on: sector-derived discount rate (AUTO); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
CANFINHOME,ACCUMULATE,0.3782825368408697,high,76.4,Justified,,model sees +38% to blended fair value; returns on equity of 18% evidence a real franchise; trades 11x vs sector-normal 18x; Alpha Score 76 (multi-factor support); street consensus +21%,—,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
AGI,ACCUMULATE,0.3707039375068763,medium,57.8,Justified,,model sees +37% to blended fair value; trades 13x vs sector-normal 28x; street consensus +119%,—,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
JYOTHYLAB,ACCUMULATE,0.340284515324987,medium,55.9,Justified,,model sees +34% to blended fair value; returns on equity of 21% evidence a real franchise; trades 22x vs sector-normal 42x; street consensus +48%,—,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
VADILALIND,ACCUMULATE,0.3266235217688051,medium,64.5,Justified,,model sees +33% to blended fair value; returns on equity of 18% evidence a real franchise; trades 31x vs sector-normal 42x,—,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
ACC,ACCUMULATE,0.32539937591521073,high,56.8,Justified,,model sees +33% to blended fair value; trades 12x vs sector-normal 24x; street consensus +29%,—,Rests on: sector-derived discount rate (CEMENT); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
ABLBL,ACCUMULATE,0.3232372370395611,high,48.7,Justified,,model sees +32% to blended fair value; returns on equity of 24% evidence a real franchise; trades 34x vs sector-normal 42x,—,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
FSL,ACCUMULATE,0.3156215229317665,high,40.3,Justified,,model sees +32% to blended fair value; returns on equity of 15% evidence a real franchise; street consensus +10%,—,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
CYIENT,ACCUMULATE,0.30966755714101935,high,42.2,Justified,,model sees +31% to blended fair value; street consensus +28%,thin 8% returns on equity,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
SHARDAMOTR,ACCUMULATE,0.30190783445645797,medium,58.8,Justified,,model sees +30% to blended fair value; returns on equity of 26% evidence a real franchise; trades 15x vs sector-normal 28x,—,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
DRREDDY,ACCUMULATE,0.2786659755841595,high,61.2,Justified,,model sees +28% to blended fair value; street consensus +10%,—,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
CCL,ACCUMULATE,0.2742199706751291,high,62.9,Justified,,model sees +27% to blended fair value; returns on equity of 17% evidence a real franchise,—,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
INDRAMEDCO,ACCUMULATE,0.2592311284932355,medium,56.8,Justified,,model sees +26% to blended fair value; returns on equity of 25% evidence a real franchise; trades 19x vs sector-normal 30x; street consensus +48%,—,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
TANLA,ACCUMULATE,0.25520978218857754,medium,52.4,Justified,,model sees +26% to blended fair value; returns on equity of 20% evidence a real franchise; trades 15x vs sector-normal 32x; street consensus +23%,—,Rests on: sector-derived discount rate (TELECOM); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
AURIONPRO,ACCUMULATE,0.2516966856975089,medium,40.1,Justified,,model sees +25% to blended fair value; street consensus +11%,—,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
SHARDACROP,ACCUMULATE,0.2288048997495497,medium,62.7,Justified,,model sees +23% to blended fair value; returns on equity of 22% evidence a real franchise; trades 12x vs sector-normal 26x; street consensus +41%,—,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,engine-bearish: trough extrapolation + AVOID asymmetry (VAL-10)
LTM,ACCUMULATE,0.22026812239066756,high,48.9,Justified,,model sees +22% to blended fair value; returns on equity of 21% evidence a real franchise; street consensus +12%,—,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
AIIL,ACCUMULATE,0.19990449054899223,high,52.9,Justified,,model sees +20% to blended fair value; trades 9x vs sector-normal 18x,—,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,engine-rich: lender RI above my justified-P/B (review forecast ROE)
NH,ACCUMULATE,0.199852053384534,high,50.0,Justified,,model sees +20% to blended fair value; returns on equity of 18% evidence a real franchise,51x earnings vs sector-normal 30x,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
MANYAVAR,ACCUMULATE,0.19975445763242977,medium,53.9,Justified,,model sees +20% to blended fair value; returns on equity of 19% evidence a real franchise; trades 26x vs sector-normal 38x; street consensus +92%,—,Rests on: sector-derived discount rate (CONSUMER_DISC); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Disagree,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
BAJAJHLDNG,ACCUMULATE,0.1809367581178994,medium,57.8,Justified,,model sees +18% to blended fair value; trades 12x vs sector-normal 18x,—,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Disagree,engine-rich: lender RI above my justified-P/B (review forecast ROE)
KARURVYSYA,ACCUMULATE,0.17477243229542636,high,69.7,Justified,,model sees +17% to blended fair value; returns on equity of 18% evidence a real franchise; trades 12x vs sector-normal 16x; Alpha Score 70 (multi-factor support); street consensus +16%,—,Rests on: sector-derived discount rate (BANK); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
WELCORP,ACCUMULATE,0.15732505348546919,high,62.7,Justified,,model sees +16% to blended fair value; returns on equity of 18% evidence a real franchise,—,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Disagree,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
MPSLTD,ACCUMULATE,0.15556246237370377,medium,48.4,Justified,,model sees +16% to blended fair value; returns on equity of 29% evidence a real franchise; street consensus +41%,—,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
MUTHOOTFIN,ACCUMULATE,0.14179778211970068,high,74.7,Justified,,model sees +14% to blended fair value; returns on equity of 27% evidence a real franchise; trades 11x vs sector-normal 18x; Alpha Score 75 (multi-factor support); street consensus +26%,—,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
